product_description,category,price,customer_age,is_member,treatment,outcome
"Standard plastic clothes hangers, adult size pack of 10",home,4.11,53,0,0,11.34
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,22.64,41,1,0,25.43
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,5.82,60,0,0,15.99
"Artisan smoked sea salt collection, applewood and hickory varieties",food,32.0,25,1,1,36.44
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,14.37,63,0,1,23.81
"Handwoven sustainable rattan storage basket, fair trade certified",home,43.72,37,1,1,52.94
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,10.07,33,1,1,24.29
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,40.22,30,1,1,47.8
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,1.96,37,1,1,12.25
"Disposable white paper cups, standard 8oz pack of 50",home,4.81,32,0,1,12.96
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,13.87,60,0,1,25.87
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,284.36,31,1,0,282.71
"Artisan sourdough loaf, stone baked with ancient grain flour",food,7.88,47,1,1,31.33
"Handwoven sustainable rattan storage basket, fair trade certified",home,35.65,22,1,0,44.32
"Luxury hand-poured soy candle, wild fig and cassis scent",home,63.86,46,0,0,63.13
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,86.08,43,0,0,89.73
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,24.04,49,0,0,20.79
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,92.63,64,1,1,108.93
"Generic alkaline AA batteries, standard pack of eight",electronics,4.67,63,0,1,27.27
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,10.52,33,0,1,26.13
"Hand blown borosilicate glass vase, contemporary geometric design",home,97.78,22,0,1,99.61
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,155.72,33,0,0,160.06
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,75.95,56,1,0,82.19
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.39,40,1,1,15.87
"Clear plastic shower curtain liner, standard size with rings",home,7.25,38,1,1,25.42
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,54.05,55,1,0,58.54
"Soft two-ply facial tissues, standard box of 160 sheets",home,2.56,21,1,1,6.41
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.12,65,0,1,26.66
"Premium natural rubber yoga mat, non-slip cork surface",fitness,70.28,34,0,1,83.35
"Organic cold pressed green juice, turmeric ginger daily blend",food,14.78,67,1,1,32.11
"Basic latex exercise band, light resistance single band",fitness,4.21,28,1,1,14.84
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,1.73,46,1,1,22.04
"Hand blown borosilicate glass vase, contemporary geometric design",home,89.17,20,0,1,107.35
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,79.61,28,1,1,98.9
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,106.99,28,1,0,111.04
"Plain polyester ankle socks, value multipack of six pairs",clothing,7.63,32,1,1,29.97
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,48.6,56,1,1,61.36
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.55,60,1,1,21.59
"Hand blown borosilicate glass vase, contemporary geometric design",home,102.98,47,0,0,102.9
"Generic instant coffee, standard freeze-dried blend 200g jar",food,4.83,34,1,0,10.36
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,52.98,24,0,1,55.54
"Generic snap-on phone case, standard universal fit clear",electronics,4.86,20,0,1,26.8
"Clear plastic food storage container set, snap lid microwave safe",home,8.97,30,1,1,21.38
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,111.18,52,0,0,122.86
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,123.43,48,0,1,139.16
"Organic cold pressed green juice, turmeric ginger daily blend",food,12.93,48,0,1,28.25
"Designer sunglasses, polarized titanium frame UV protection",accessories,217.9,63,0,0,217.76
"Standard aluminum foil roll, 30 feet household grade",home,3.17,67,1,1,19.11
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.15,68,1,1,25.4
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.34,43,1,1,7.06
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.82,36,1,1,23.26
"Store brand orange juice from concentrate, standard carton",food,3.34,23,1,1,10.74
"Disposable white paper cups, standard 8oz pack of 50",home,4.6,69,0,0,10.92
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,22.03,49,0,1,32.51
"Basic white cotton washcloth, standard size single pack",home,1.7,31,1,1,26.24
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,78.97,69,1,1,102.75
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,32.99,21,1,0,40.86
"Pre-sliced white sandwich bread, standard enriched loaf",food,1.87,22,0,0,4.44
"Standard aluminum foil roll, 30 feet household grade",home,2.54,70,1,1,27.52
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,46.14,36,0,0,54.01
"Basic latex exercise band, light resistance single band",fitness,5.73,64,0,0,8.83
"Store brand orange juice from concentrate, standard carton",food,3.0,46,0,0,14.67
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,43.45,52,0,0,43.56
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.37,19,0,1,2.08
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.3,50,0,1,13.35
"Designer sunglasses, polarized titanium frame UV protection",accessories,186.59,54,0,0,193.37
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,70.38,24,1,1,91.69
"Natural Belgian linen tablecloth, hand-hemmed edges",home,105.39,34,1,1,107.65
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,11.1,40,1,1,16.98
"Organic cold pressed green juice, turmeric ginger daily blend",food,16.91,56,0,1,30.71
"Standard aluminum foil roll, 30 feet household grade",home,3.7,51,0,1,11.62
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,152.77,50,1,1,146.77
"Organic cold pressed green juice, turmeric ginger daily blend",food,17.81,65,0,1,31.26
"Budget wired earbuds, basic stereo sound with inline mic",electronics,6.97,22,1,1,20.63
"Basic white cotton washcloth, standard size single pack",home,1.63,18,1,1,10.65
"Handwoven sustainable rattan storage basket, fair trade certified",home,36.22,65,1,1,43.54
"Clear plastic food storage container set, snap lid microwave safe",home,8.61,42,1,1,11.42
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,50.86,65,0,0,54.09
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,61.32,41,0,0,66.07
"Clear stackable plastic storage bin, medium size with lid",home,7.18,36,0,1,26.82
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,94.08,19,1,0,93.87
"Designer sunglasses, polarized titanium frame UV protection",accessories,190.73,57,0,1,201.12
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,37.37,46,0,1,40.71
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,43.66,45,1,0,45.06
"Basic foam sole flip flops, solid color unisex design",clothing,3.46,24,1,1,18.81
"Artisan sourdough loaf, stone baked with ancient grain flour",food,9.75,43,1,1,23.15
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,2.24,59,1,1,10.33
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,48.75,49,1,0,53.86
"Designer sunglasses, polarized titanium frame UV protection",accessories,255.73,44,0,0,286.16
"Generic instant coffee, standard freeze-dried blend 200g jar",food,5.06,23,1,0,16.65
"Generic snap-on phone case, standard universal fit clear",electronics,6.93,29,1,1,13.8
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,58.15,59,1,1,71.65
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.23,30,0,1,17.24
"Luxury hand-poured soy candle, wild fig and cassis scent",home,64.53,49,1,1,61.54
"Standard plastic measuring cup set, four piece nested",home,4.57,30,0,1,13.97
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,83.79,21,1,0,88.95
"Handwoven sustainable rattan storage basket, fair trade certified",home,45.44,35,0,1,64.98
"White unprinted paper napkins, two ply bulk pack of 200",home,4.33,65,0,1,25.52
"Natural Belgian linen tablecloth, hand-hemmed edges",home,120.84,51,1,0,112.68
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,48.85,23,1,0,38.83
"Artisan smoked sea salt collection, applewood and hickory varieties",food,27.19,68,1,1,45.21
"Natural Belgian linen tablecloth, hand-hemmed edges",home,130.41,64,1,0,139.72
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,23.28,38,1,1,42.11
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.85,59,1,1,23.45
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,70.7,52,1,0,81.95
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,4.56,65,1,1,24.49
"Artisan raw wildflower honey collection, three regional varieties",food,36.61,28,0,0,40.53
"Generic snap-on phone case, standard universal fit clear",electronics,7.73,46,0,1,28.39
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,5.82,43,0,1,16.09
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,34.12,60,0,0,38.66
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,41.63,62,0,1,48.46
"Artisan smoked sea salt collection, applewood and hickory varieties",food,24.29,35,0,1,42.38
"Budget wired earbuds, basic stereo sound with inline mic",electronics,8.97,48,1,1,16.62
"Handwoven sustainable rattan storage basket, fair trade certified",home,46.77,46,1,0,59.41
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.88,39,0,0,4.91
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,82.28,60,0,0,94.55
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,38.56,43,0,0,50.03
"Store brand orange juice from concentrate, standard carton",food,3.17,61,0,0,7.04
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.56,64,1,1,31.22
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,26.61,47,1,1,33.41
"Artisan smoked sea salt collection, applewood and hickory varieties",food,29.02,31,1,1,40.9
"Milk chocolate candy bar, standard size individually wrapped",food,2.46,27,1,1,20.32
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,40.13,36,1,0,38.28
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,15.12,60,1,1,33.44
"Store brand orange juice from concentrate, standard carton",food,3.53,20,0,1,7.77
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,32.81,56,0,1,49.33
"Plain polyester ankle socks, value multipack of six pairs",clothing,5.65,21,1,0,9.24
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,12.15,43,1,0,15.54
"Generic alkaline AA batteries, standard pack of eight",electronics,5.88,51,1,1,22.44
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.84,68,0,1,19.76
"Standard aluminum foil roll, 30 feet household grade",home,3.07,35,0,1,21.86
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,147.6,45,1,0,157.77
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.78,34,1,0,13.73
"Generic instant coffee, standard freeze-dried blend 200g jar",food,4.5,31,0,1,21.39
"Hand blown borosilicate glass vase, contemporary geometric design",home,92.57,46,1,0,93.32
"Basic latex exercise band, light resistance single band",fitness,5.68,27,1,1,18.31
"Organic cold pressed green juice, turmeric ginger daily blend",food,14.88,31,1,1,28.16
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,91.33,21,1,1,106.28
"Basic heat resistant silicone spatula, single piece design",home,3.57,41,0,0,2.33
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.44,56,1,0,11.12
"White unprinted paper napkins, two ply bulk pack of 200",home,4.73,41,0,1,16.94
"Clear plastic food storage container set, snap lid microwave safe",home,8.65,57,1,1,28.55
"Standard plastic measuring cup set, four piece nested",home,5.42,51,0,1,17.27
"Unscented white tea light candles, paraffin bulk pack of 20",home,2.7,43,1,1,12.75
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,43.6,20,0,1,50.09
"Standard plastic clothes hangers, adult size pack of 10",home,4.72,18,0,0,1
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,2.16,35,0,1,29.68
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,207.05,39,0,1,210.48
"Clear plastic food storage container set, snap lid microwave safe",home,8.87,23,0,1,11.03
"Basic foam sole flip flops, solid color unisex design",clothing,4.8,32,1,1,15.57
"Generic snap-on phone case, standard universal fit clear",electronics,7.71,62,0,1,19.75
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,57.48,27,0,0,66.24
"Artisan sourdough loaf, stone baked with ancient grain flour",food,8.92,25,1,1,18.34
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,93.81,20,1,0,95.06
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,50.22,24,0,0,44.86
"Luxury hand-poured soy candle, wild fig and cassis scent",home,49.96,70,1,0,56.79
"Artisan sourdough loaf, stone baked with ancient grain flour",food,11.42,57,0,1,31.74
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,30.28,47,1,0,41.24
"Plain polyester ankle socks, value multipack of six pairs",clothing,7.11,62,0,1,19.9
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,18.42,39,1,1,36.55
"Generic instant coffee, standard freeze-dried blend 200g jar",food,4.56,59,1,0,17.85
"Basic latex exercise band, light resistance single band",fitness,4.67,42,0,0,5.01
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.86,39,0,1,9.4
"Store brand orange juice from concentrate, standard carton",food,3.71,49,1,0,17.65
"Artisan smoked sea salt collection, applewood and hickory varieties",food,29.62,44,1,0,33.13
"Basic white cotton washcloth, standard size single pack",home,1.77,38,1,0,12.2
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,20.87,66,0,1,41.18
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.61,18,0,1,10.18
"Milk chocolate candy bar, standard size individually wrapped",food,2.55,20,1,1,14.58
"Basic latex exercise band, light resistance single band",fitness,4.22,27,1,0,8.94
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,31.3,60,1,0,52.03
"Standard plastic clothes hangers, adult size pack of 10",home,5.0,30,1,1,18.14
"Clear plastic food storage container set, snap lid microwave safe",home,9.67,34,0,0,7.4
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.42,50,1,1,16.18
"Artisan sourdough loaf, stone baked with ancient grain flour",food,9.1,62,0,1,17.73
"Natural Belgian linen tablecloth, hand-hemmed edges",home,124.43,66,0,0,118.95
"Artisan raw wildflower honey collection, three regional varieties",food,28.8,66,1,1,52.97
"Clear stackable plastic storage bin, medium size with lid",home,6.33,67,1,1,21.88
"Basic latex exercise band, light resistance single band",fitness,5.22,56,1,1,24.95
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,79.39,59,0,1,89.63
"Artisan raw wildflower honey collection, three regional varieties",food,32.59,70,1,0,36.04
"Clear stackable plastic storage bin, medium size with lid",home,8.69,52,0,0,22.88
"Basic heat resistant silicone spatula, single piece design",home,3.63,67,0,0,12.98
"Basic white cotton washcloth, standard size single pack",home,2.51,38,1,0,16.08
"Natural Belgian linen tablecloth, hand-hemmed edges",home,114.82,21,0,0,123.11
"Generic snap-on phone case, standard universal fit clear",electronics,4.86,44,1,1,19.27
"Basic white cotton washcloth, standard size single pack",home,1.78,25,1,1,17.75
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,49.62,28,0,0,55.72
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,162.54,41,0,0,166.86
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.6,56,1,1,32.38
"Generic drawstring tall kitchen trash bags, 30 count roll",home,6.28,41,0,0,13.87
"Generic snap-on phone case, standard universal fit clear",electronics,7.65,28,0,0,9.47
"Standard aluminum foil roll, 30 feet household grade",home,3.2,60,1,1,21.06
"Organic cold pressed green juice, turmeric ginger daily blend",food,11.62,61,1,1,30.99
"Basic heat resistant silicone spatula, single piece design",home,4.46,19,0,1,22.43
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,145.38,67,1,0,159.12
"Designer sunglasses, polarized titanium frame UV protection",accessories,189.7,40,1,0,179.73
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.1,23,1,0,13.55
"Pre-sliced white sandwich bread, standard enriched loaf",food,2.08,53,1,1,16.49
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,297.96,32,1,0,318.52
"Unscented white tea light candles, paraffin bulk pack of 20",home,2.7,23,1,0,1
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,152.8,38,0,0,163.47
"Standard plastic measuring cup set, four piece nested",home,6.21,24,0,0,15.15
"Generic instant coffee, standard freeze-dried blend 200g jar",food,5.42,23,0,0,6.86
"White unprinted paper napkins, two ply bulk pack of 200",home,4.47,32,0,1,18.4
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,45.64,46,1,1,52.57
"Artisan sourdough loaf, stone baked with ancient grain flour",food,11.22,61,0,1,20.62
"Unscented white tea light candles, paraffin bulk pack of 20",home,2.51,48,0,0,4.28
"Organic cold pressed green juice, turmeric ginger daily blend",food,16.72,38,1,1,19.37
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.63,67,0,0,8.14
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.79,40,1,1,15.62
"Pre-sliced white sandwich bread, standard enriched loaf",food,2.58,53,0,1,25.57
"Generic alkaline AA batteries, standard pack of eight",electronics,4.83,18,1,1,17.87
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,90.17,58,1,0,105.19
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,381.5,69,1,0,357.17
"White unprinted paper napkins, two ply bulk pack of 200",home,3.4,45,1,1,20.6
"Clear plastic shower curtain liner, standard size with rings",home,7.05,51,1,1,23.32
"Artisan raw wildflower honey collection, three regional varieties",food,36.4,30,1,1,45.43
"Premium natural rubber yoga mat, non-slip cork surface",fitness,95.2,67,0,0,110.4
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,15.47,42,1,1,31.28
"Standard aluminum foil roll, 30 feet household grade",home,3.06,61,0,1,21.85
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,96.71,18,0,0,88.26
"Basic white cotton washcloth, standard size single pack",home,2.02,38,0,1,27.73
"Artisan raw wildflower honey collection, three regional varieties",food,43.88,18,0,0,51.45
"Organic cold pressed green juice, turmeric ginger daily blend",food,16.82,67,1,1,38.35
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,33.84,54,1,1,47.84
"Premium natural rubber yoga mat, non-slip cork surface",fitness,81.89,62,1,0,92.01
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,52.38,65,1,0,59.54
"Artisan smoked sea salt collection, applewood and hickory varieties",food,31.25,25,0,0,33.81
"Basic white cotton washcloth, standard size single pack",home,1.73,64,0,1,8.85
"Generic drawstring tall kitchen trash bags, 30 count roll",home,6.13,22,1,1,27.3
"Basic heat resistant silicone spatula, single piece design",home,4.57,18,1,1,17.19
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,47.52,45,0,1,68.08
"Budget wired earbuds, basic stereo sound with inline mic",electronics,6.99,64,1,0,14.93
"Basic latex exercise band, light resistance single band",fitness,6.03,52,0,1,12.68
"Basic latex exercise band, light resistance single band",fitness,5.28,41,0,1,22.57
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.55,28,0,1,19.78
"Disposable white paper cups, standard 8oz pack of 50",home,4.37,27,1,1,19.27
"Basic heat resistant silicone spatula, single piece design",home,3.22,38,1,1,9.01
"Basic foam sole flip flops, solid color unisex design",clothing,4.97,21,1,1,13.88
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,28.48,65,0,1,45.34
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,23.5,43,0,0,23.63
"Natural Belgian linen tablecloth, hand-hemmed edges",home,112.31,45,1,0,124.49
"Plain polyester ankle socks, value multipack of six pairs",clothing,6.03,54,1,1,26.57
"Basic foam sole flip flops, solid color unisex design",clothing,3.9,48,1,1,14.87
"Clear stackable plastic storage bin, medium size with lid",home,7.3,42,0,0,7.98
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.59,27,0,1,15.39
"Basic heat resistant silicone spatula, single piece design",home,4.29,40,1,1,15.34
"Disposable white paper cups, standard 8oz pack of 50",home,3.54,35,1,1,9.37
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,338.83,23,1,0,337.09
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,12.72,48,1,1,25.5
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.12,41,0,1,7.72
"Pre-sliced white sandwich bread, standard enriched loaf",food,1.99,48,1,1,17.02
"Generic instant coffee, standard freeze-dried blend 200g jar",food,4.99,38,1,1,21.9
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,146.1,56,1,0,154.13
"Basic latex exercise band, light resistance single band",fitness,6.31,22,0,1,18.61
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,16.25,58,1,1,26.12
"Basic foam sole flip flops, solid color unisex design",clothing,3.37,60,1,1,16.19
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,34.23,49,1,0,38.28
"Premium natural rubber yoga mat, non-slip cork surface",fitness,75.34,62,1,0,67.23
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.79,69,0,1,24.04
"Basic foam sole flip flops, solid color unisex design",clothing,3.33,27,0,1,11.08
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,52.62,40,1,1,71.04
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,23.92,22,1,1,36.91
"Standard plastic clothes hangers, adult size pack of 10",home,4.92,47,1,1,22.69
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,2.26,70,1,1,24.76
"Generic instant coffee, standard freeze-dried blend 200g jar",food,4.31,53,1,1,21.37
"Standard plastic measuring cup set, four piece nested",home,6.11,55,1,0,20.79
"Designer sunglasses, polarized titanium frame UV protection",accessories,258.86,24,1,0,265.91
"Premium natural rubber yoga mat, non-slip cork surface",fitness,96.97,50,0,0,92.48
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,90.9,42,1,1,117.52
"Generic alkaline AA batteries, standard pack of eight",electronics,5.06,53,0,1,26.01
"Standard plastic clothes hangers, adult size pack of 10",home,4.57,63,1,1,20.9
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.08,57,1,0,12.65
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.7,41,0,1,15.46
"Standard plastic clothes hangers, adult size pack of 10",home,3.3,55,0,0,16.77
"Disposable white paper cups, standard 8oz pack of 50",home,4.27,47,0,0,4.02
"Clear plastic shower curtain liner, standard size with rings",home,7.33,18,0,1,19.29
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,38.1,49,0,0,29.84
"Standard plastic measuring cup set, four piece nested",home,4.05,57,0,1,21.43
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.2,57,1,1,19.65
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,9.97,57,1,1,22.0
"Standard plastic measuring cup set, four piece nested",home,6.44,31,0,1,7.29
"Basic white cotton washcloth, standard size single pack",home,1.93,18,0,1,4.27
"Clear stackable plastic storage bin, medium size with lid",home,8.42,35,0,1,17.49
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,32.36,33,1,1,39.99
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,19.49,30,1,0,21.08
"White unprinted paper napkins, two ply bulk pack of 200",home,4.59,54,0,0,10.07
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,27.87,47,0,0,31.85
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,11.22,46,1,1,27.45
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,43.43,42,0,0,51.37
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,43.91,59,0,0,46.1
"Artisan raw wildflower honey collection, three regional varieties",food,37.69,27,1,1,45.75
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.38,66,0,0,15.01
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,72.41,45,1,0,91.89
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,15.27,51,1,0,23.93
"Handwoven sustainable rattan storage basket, fair trade certified",home,39.94,34,1,0,44.74
"Clear plastic food storage container set, snap lid microwave safe",home,10.03,64,0,1,30.5
"Luxury hand-poured soy candle, wild fig and cassis scent",home,65.72,29,1,0,67.71
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,191.91,30,1,0,207.69
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,44.73,43,1,0,56.74
"Pre-sliced white sandwich bread, standard enriched loaf",food,1.65,24,1,1,22.71
"Standard plastic clothes hangers, adult size pack of 10",home,4.23,48,0,0,8.89
"White unprinted paper napkins, two ply bulk pack of 200",home,4.32,65,1,1,19.64
"Milk chocolate candy bar, standard size individually wrapped",food,2.16,64,0,1,17.02
"Basic white cotton washcloth, standard size single pack",home,2.11,41,1,1,19.55
"Disposable white paper cups, standard 8oz pack of 50",home,3.82,58,0,1,16.37
"Basic heat resistant silicone spatula, single piece design",home,3.9,50,0,1,14.64
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,16.46,24,0,1,18.81
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,81.53,24,1,0,93.81
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.03,58,0,1,17.23
"Milk chocolate candy bar, standard size individually wrapped",food,1.84,32,1,1,15.11
"White unprinted paper napkins, two ply bulk pack of 200",home,3.76,49,0,0,10.02
"Milk chocolate candy bar, standard size individually wrapped",food,1.76,41,1,1,9.12
"Basic latex exercise band, light resistance single band",fitness,4.13,59,0,1,15.56
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,55.12,55,1,1,74.15
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,3.58,69,0,1,18.0
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,328.65,35,0,0,355.13
"Budget wired earbuds, basic stereo sound with inline mic",electronics,8.21,69,1,1,20.59
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,73.2,49,0,0,82.41
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,31.65,63,1,0,38.16
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.46,61,1,0,9.41
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,179.02,63,1,0,187.1
"Generic alkaline AA batteries, standard pack of eight",electronics,5.31,63,0,1,27.0
"Luxury hand-poured soy candle, wild fig and cassis scent",home,65.32,40,0,0,70.16
"Artisan smoked sea salt collection, applewood and hickory varieties",food,21.06,50,0,1,38.1
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.76,68,0,1,15.57
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,76.79,53,1,1,100.41
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.98,39,0,0,2.79
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,174.3,69,0,0,175.52
"Standard plastic clothes hangers, adult size pack of 10",home,3.93,41,0,0,1.35
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.41,34,1,1,15.99
"Milk chocolate candy bar, standard size individually wrapped",food,1.79,64,1,1,26.7
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,1.87,60,1,0,12.11
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,233.39,46,1,0,232.25
